,claim,URL,truth_value,date,topic
1970,“You can’t tell me they can (develop a safe vaccine) in eight to 10 months. Or a year. It takes more time than that.”,https://www.politifact.com/factchecks/2021/mar/26/james-edming/yes-vaccines-are-safe-despite-quick-timeline/,pants-fire,"March 23, 2021",coronavirus
1971,"""80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.""",https://www.politifact.com/factchecks/2021/mar/25/facebook-posts/no-gates-didnt-say-80-getting-moderna-vaccine-had-/,false,"March 18, 2021",coronavirus
1972,The movie “I am Legend” was based in the year 2021 and people turned into zombies “because of the wrong vaccine.”,https://www.politifact.com/factchecks/2021/mar/22/facebook-posts/no-movie-i-am-legend-was-not-based-2021-and-outbre/,false,"March 20, 2021",coronavirus
1973,“Jamaica has not recorded any case of the coronavirus.”,https://www.politifact.com/factchecks/2021/mar/22/viral-image/jamaica-has-had-thousands-covid-19-cases-and-hundr/,pants-fire,"March 19, 2021",coronavirus
1974,Aluminum “is in the vaccine” and will hurt the brain.,https://www.politifact.com/factchecks/2021/mar/22/instagram-posts/instagram-post-suggests-covid-19-vaccines-contain-/,false,"March 14, 2021",coronavirus
1975,Says Disneyland is enforcing a “no scream” policy on roller coasters.,https://www.politifact.com/factchecks/2021/mar/22/viral-image/no-disneyland-isnt-enforcing-no-scream-policy/,false,"March 20, 2021",coronavirus
1976,“You will need a WHO Yellow Vaccination Passport if you plan on traveling internationally once borders open.”,https://www.politifact.com/factchecks/2021/mar/22/tiktok-posts/no-you-dont-need-who-vaccination-certificate-trave/,barely-true,"March 17, 2021",coronavirus
1977,The American Rescue Plan Act “does not” include “checks and balances” on how funds for state and local governments can be spent.,https://www.politifact.com/factchecks/2021/mar/21/mike-bost/does-american-rescue-plan-limit-how-states-can-spe/,half-true,"March 15, 2021",coronavirus
1978,"“Pelosi’s $1.9 trillion bailout gives EVERY federal employee a $21,000 bonus check… they never lost their job!”",https://www.politifact.com/factchecks/2021/mar/19/facebook-posts/no-covid-19-relief-law-doesnt-give-federal-workers/,false,"March 18, 2021",coronavirus
1979,A CDC study found that “mask mandates made no statistical difference” on coronavirus case rates.,https://www.politifact.com/factchecks/2021/mar/19/blog-posting/no-cdc-study-did-not-find-mask-mandates-make-no-st/,pants-fire,"March 13, 2021",coronavirus
1980,“Actor Tom Hanks has passed away age 63.”,https://www.politifact.com/factchecks/2021/mar/17/viral-image/no-tom-hanks-didnt-die/,pants-fire,"March 16, 2021",coronavirus
1981,"Diesel prices jumped from $1.69 to $3.19 since Biden took office, and the president is to blame.",https://www.politifact.com/factchecks/2021/mar/17/facebook-posts/biden-not-blame-rising-diesel-or-gas-prices/,pants-fire,"March 10, 2021",coronavirus
1982,"The COVID economic relief package “included $600 million for San Francisco, part of which goes to cover the tab for free alcohol and marijuana for the homeless.""",https://www.politifact.com/factchecks/2021/mar/16/kevin-mccarthy/no-federal-relief-dollars-san-francisco-wont-pay-p/,false,"March 14, 2021",coronavirus
1983,Hank Aaron and Marvelous Marvin Hagler died “after taking the COVID-19 vaccine.”,https://www.politifact.com/factchecks/2021/mar/16/aubrey-huff/claim-blaming-covid-vaccine-hank-aaron-marvin-hagl/,false,"March 14, 2021",coronavirus
1984,“Fauci admits he isn’t listening to the science when advocating policy.”,https://www.politifact.com/factchecks/2021/mar/15/facebook-posts/no-fauci-didnt-admit-hes-not-listening-covid-19-sc/,false,"March 10, 2021",coronavirus
1985,"“Illegal aliens will receive $1,400 stimulus checks.”",https://www.politifact.com/factchecks/2021/mar/12/facebook-posts/most-immigrants-us-illegally-not-eligible-direct-1/,barely-true,"March 9, 2021",coronavirus
1986,There are nanoparticles in the COVID-19 vaccine that will help people “locate you” via 5G networks.,https://www.politifact.com/factchecks/2021/mar/12/facebook-posts/no-covid-19-vaccines-do-not-contain-nanoparticles-/,pants-fire,"March 9, 2021",coronavirus
1987,"Says President Joe Biden promoted ""mandatory vaccines for everybody"" in his March 11 address.",https://www.politifact.com/factchecks/2021/mar/12/facebook-posts/no-biden-didnt-promote-mandatory-covid-19-vaccines/,false,"March 11, 2021",coronavirus
1988,On passing high-dollar legislation with no time to read it.,https://www.politifact.com/factchecks/2021/mar/11/ron-johnson/johnson-flips-position-last-minute-bills-now-dems-/,full-flop,"March 4, 2021",coronavirus
1989,“The Biden Administration is recklessly releasing hundreds of illegal immigrants who have COVID into Texas communities.”,https://www.politifact.com/factchecks/2021/mar/11/greg-abbott/abbott-exaggerates-covid-19-concerns-among-migrant/,barely-true,"March 3, 2021",coronavirus
1990,"Vitamin D, vitamin C, colloidal silver and black seed oil can kill the coronavirus.",https://www.politifact.com/factchecks/2021/mar/11/instagram-posts/theres-no-scientific-evidence-support-these-supple/,false,"March 9, 2021",coronavirus
1991,“Schumer and Pelosi sneak funding into COVID bill.”,https://www.politifact.com/factchecks/2021/mar/11/blog-posting/did-schumer-and-pelosi-sneak-money-covid-19-relief/,false,"March 8, 2021",coronavirus
1992,"The $1.9 trillion COVID-19 relief bill ""awards a $25 million bonus"" to House members.",https://www.politifact.com/factchecks/2021/mar/11/facebook-posts/stimulus-bill-bestows-25-million-bonus-house-membe/,pants-fire,"March 7, 2021",coronavirus
1993,Says his amendment on a budget bill “would have helped get kids back in school after teachers were vaccinated. Every single Senate Democrat voted against it.”,https://www.politifact.com/factchecks/2021/mar/10/roy-blunt/blunts-proposal-reopen-schools-relied-withholding-/,half-true,"February 25, 2021",coronavirus
1994,A video shows a nurse pretending to vaccinate actor Anthony Hopkins before squirting fluid in the syringe on the floor.,https://www.politifact.com/factchecks/2021/mar/10/instagram-posts/nurse-didnt-pretend-vaccinate-anthony-hopkins-vide/,false,"March 9, 2021",coronavirus
1995,“Senate Democrats just voted to give stimulus checks to criminals in prison.”,https://www.politifact.com/factchecks/2021/mar/09/tom-cotton/yes-democrats-voted-send-stimulus-checks-prisoners/,mostly-true,"March 6, 2021",coronavirus
1996,"In rejecting his amendment, “Democrats voted to send reopening money to schools that refuse to reopen.”",https://www.politifact.com/factchecks/2021/mar/09/marco-rubio/rubio-takes-democratic-school-reopening-vote-out-c/,half-true,"March 6, 2021",coronavirus
1997,Video suggests Dr. Anthony Fauci said vaccines don’t protect against COVID-19.,https://www.politifact.com/factchecks/2021/mar/08/instagram-posts/misleading-video-suggests-dr-anthony-fauci-said-va/,false,"March 4, 2021",coronavirus
1998,"Says Gov. Andrew Cuomo ""issued a legal blanket immunity, and snuck that into our budget, giving these facilities essentially a license to kill, a get-out-of-jail free card.”",https://www.politifact.com/factchecks/2021/mar/06/ron-kim/new-york-nursing-homes-not-blanket-immunity-close/,half-true,"February 18, 2021",coronavirus
1999,"“When I came into office, the prior administration had contracted for not nearly enough vaccine to cover adults in America.”",https://www.politifact.com/factchecks/2021/mar/05/joe-biden/bidens-criticism-trump-administration-vaccine-cont/,barely-true,"March 2, 2021",coronavirus
2000,"Says the NC elections board “did not change state law.""",https://www.politifact.com/factchecks/2021/mar/05/karen-brinson-bell/nc-elections-board-leader-downplays-rule-changes/,barely-true,"February 25, 2021",coronavirus
2001,"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.""",https://www.politifact.com/factchecks/2021/mar/04/sherri-tenpenny/covid-19-vaccine-does-not-cause-death-autoimmune-d/,pants-fire,"February 9, 2021",coronavirus
2002,"""While he was president, President Trump never encouraged Americans to get vaccinated.""",https://www.politifact.com/factchecks/2021/mar/04/rachel-maddow/what-trump-said-encourage-covid-19-vaccine-use/,false,"March 1, 2021",coronavirus
2003,Republicans are “trying to create a fake unemployment insurance crisis.”,https://www.politifact.com/factchecks/2021/mar/04/gordon-hintz/no-unemployment-not-fake-crisis-wisconsin/,false,"February 23, 2021",coronavirus
2004,"The $1.9 trillion relief package is “about a bridge for Chuck Schumer, a tunnel for Nancy Pelosi.”",https://www.politifact.com/factchecks/2021/mar/02/rick-scott/gop-treats-trump-era-projects-pandemic-bill-democr/,barely-true,"March 1, 2021",coronavirus
2005,“All of the science and data say it’s perfectly safe to have teachers and students in the classroom.”,https://www.politifact.com/factchecks/2021/mar/02/pete-snyder/contrary-pete-snyder-covid-studies-dont-say-openin/,false,"February 22, 2021",coronavirus
2006,“More than 91% of the spending in this $1.9 trillion package is not used for pandemic relief.”,https://www.politifact.com/factchecks/2021/mar/01/scott-fitzgerald/fitzgerald-overstates-claim-pork-covid-19-relief-b/,barely-true,"February 27, 2021",coronavirus
2007,Says the Atlanta mayor is “shutting the city down for” the NBA All-Star Game weekend.,https://www.politifact.com/factchecks/2021/mar/01/facebook-posts/no-atlantas-mayor-not-shutting-down-city-nba-all-s/,false,"February 25, 2021",coronavirus
2008,"“There’s about 9% of (the American Rescue Plan) actually going to COVID, meaning 91% of it is not even COVID-related.”",https://www.politifact.com/factchecks/2021/mar/01/ted-budd/budd-says-9-stimulus-targets-covid-rest-not-even-r/,half-true,"February 24, 2021",coronavirus
2009,The COVID-19 rescue bill includes money for a list of projects that are not COVID-related.,https://www.politifact.com/factchecks/2021/feb/26/stand-america/fact-checking-whether-democrats-wish-list-19-trill/,mostly-true,"February 24, 2021",coronavirus
2010,"“New York, for all of their complaining, Gov. Cuomo's complaining, has only had a 1.5% decrease in revenue” due to the coronavirus pandemic.",https://www.politifact.com/factchecks/2021/feb/26/bill-cassidy/how-much-did-new-yorks-revenue-suffer-pandemic-yea/,barely-true,"February 7, 2021",coronavirus
2011,"“If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.”",https://www.politifact.com/factchecks/2021/feb/26/simone-gold/receiving-covid-19-does-not-enroll-you-government-/,false,"February 6, 2021",coronavirus
2012,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",https://www.politifact.com/factchecks/2021/feb/26/j-bart-classen/coronavirus-vaccine-doesnt-cause-alzheimers-als/,pants-fire,"January 18, 2021",coronavirus
2013,"Due to differing lockdown orders, New York has more COVID-19 cases, deaths, hospitalizations and job losses than Florida, and New York also lags on vaccinations.",https://www.politifact.com/factchecks/2021/feb/26/instagram-posts/chart-comparing-new-york-and-florida-covid-19-flaw/,barely-true,"February 11, 2021",coronavirus
2014,"In the American Rescue Plan, “just about 1% of the money is for vaccines.”",https://www.politifact.com/factchecks/2021/feb/26/mitch-mcconnell/how-much-goes-covid-19-vaccines-stimulus-bill/,mostly-true,"February 24, 2021",coronavirus
2015,"“For the month of February, Illinois has been the vaccination leader among the 10 most populous states in the country.”",https://www.politifact.com/factchecks/2021/feb/25/jb-pritzker/illinois-outpacing-other-large-states-vaccinations/,half-true,"February 17, 2021",coronavirus
2016,"The result of lockdowns “has been the destruction of millions of lives across America as well as increased deaths from suicide, substance abuse and despair without any corresponding benefit in Covid mortality.”",https://www.politifact.com/factchecks/2021/feb/23/ron-desantis/desantis-advances-questionable-link-between-lockdo/,barely-true,"February 2, 2021",coronavirus
2017,“COVID-19 infections down 61% from Trump’s last day. COVID-19 vaccinations up 85% from Trump’s last day. Competence Matters.”,https://www.politifact.com/factchecks/2021/feb/23/viral-image/vacccines-are-up-cases-are-down-facebook-post/,mostly-true,"February 19, 2021",coronavirus
2018,“There's over a trillion dollars of money unspent from previous (coronavirus) relief bills ... still sitting in a bank account.”,https://www.politifact.com/factchecks/2021/feb/23/steve-scalise/has-1-trillion-covid-19-relief-gone-unspent/,half-true,"February 21, 2021",coronavirus
2019,"“The vast majority of the American people” support Biden’s $1.9 trillion rescue plan, “including a majority of Republicans.”",https://www.politifact.com/factchecks/2021/feb/22/joe-biden/do-majority-republicans-support-bidens-19-trillion/,half-true,"February 19, 2021",coronavirus
2020,"The science says “open the schools, stop wearing masks outside, and everyone at low risk should start living normal lives.""",https://www.politifact.com/factchecks/2021/feb/19/buck-sexton/conservative-talk-show-host-falsely-claims-science/,false,"February 8, 2021",coronavirus
2021,"“There is a consensus among economists left, right, and center… that we can’t spend too much” on COVID-19 relief.",https://www.politifact.com/factchecks/2021/feb/18/joe-biden/joe-biden-exaggerates-support-among-economists-his/,barely-true,"February 16, 2021",coronavirus
2022,“Gov Roy Cooper does not consider Type 1 diabetes an under lying health issue!”,https://www.politifact.com/factchecks/2021/feb/18/billboard/how-are-cdc-north-carolina-treating-type-1-diabete/,false,"February 13, 2021",coronavirus
2023,Says death reports in federal database show the fatal risk of COVID-19 vaccines.,https://www.politifact.com/factchecks/2021/feb/16/facebook-posts/says-death-reports-federal-database-show-fatal-ris/,barely-true,"February 9, 2021",coronavirus
2024,"“You may not have stayed in a hotel in the past year, but illegals arriving since Biden’s inauguration, they get to stay free of charge.”",https://www.politifact.com/factchecks/2021/feb/15/laura-ingraham/fact-checking-laura-ingrahams-claim-about-immigran/,barely-true,"February 8, 2021",coronavirus
2025,Says Joe Biden “is trying to shut FL’s border.”,https://www.politifact.com/factchecks/2021/feb/12/ron-desantis/no-indication-biden-administration-planning-shut-d/,false,"February 11, 2021",coronavirus
2026,November election data shows a “stunning anomaly in the rejection rate of absentee ballots.”,https://www.politifact.com/factchecks/2021/feb/12/dan-odonnell/no-absentee-rejection-rate-november-was-not-stunni/,false,"February 3, 2021",coronavirus
2027,"“Pritzker’s Hierarchy of Vaccine Priorities” puts prisoners, politicians and college students ahead of “individuals with high-risk health factors, and everyone else.”",https://www.politifact.com/factchecks/2021/feb/12/illinois-republican-party/did-pritzker-prioritize-inmates-pols-and-college-k/,half-true,"February 5, 2021",coronavirus
2028,"“We know mask mandates work. There’s enough evidence out there between counties that have done it and counties that haven’t.""",https://www.politifact.com/factchecks/2021/feb/12/gordon-hintz/wisconsin-assembly-minority-leader-right-relations/,true,"February 5, 2021",coronavirus
2029,"South Dakota ""did have tragedies and we did have losses. But we also got through (the pandemic) better than virtually every other state.""",https://www.politifact.com/factchecks/2021/feb/12/kristi-noem/sd-governor-gives-state-high-marks-handling-pandem/,barely-true,"February 2, 2021",coronavirus
2030,"Doctors and nurses who administer the coronavirus vaccine can be ""tried as war criminals.""",https://www.politifact.com/factchecks/2021/feb/11/blog-posting/doctors-administering-covid-19-vaccines-arent-guil/,pants-fire,"February 6, 2021",coronavirus
2031,"""The committee that advises @GovEvers and his department tasked with leading during this pandemic is recommending allowing prisoners to receive the vaccine before 65 year old grandma?”",https://www.politifact.com/factchecks/2021/feb/11/mark-born/wisconsin-panel-did-back-vaccinations-prisoners-no/,half-true,"January 12, 2021",coronavirus
2032,Photo shows Tampa Mayor Jane Castor maskless at Super Bowl.,https://www.politifact.com/factchecks/2021/feb/10/viral-image/photo-shows-tampa-mayor-maskless-september-not-sup/,false,"February 9, 2021",coronavirus
2033,The COVID-19 vaccine “went out for distribution” in Nebraska “days before the FDA even said they were going to approve it.”,https://www.politifact.com/factchecks/2021/feb/09/lee-merritt/covid-19-vaccines-were-not-released-states-until-a/,false,"January 16, 2021",coronavirus
2034,“But we’re below the national average in number of deaths in nursing homes.”,https://www.politifact.com/factchecks/2021/feb/09/andrew-cuomo/cuomos-claim-about-new-yorks-below-average-nursing/,mostly-true,"January 29, 2021",coronavirus
2035,"“More than 200,000 DACA recipients are essential infrastructure workers” including “41,700 DACA recipients in the healthcare industry”",https://www.politifact.com/factchecks/2021/feb/09/richard-durbin/how-many-daca-recipients-are-essential-workers-ami/,mostly-true,"February 4, 2021",coronavirus
2036,“Pfizer and Moderna could share their design with dozens of other pharma companies who stand ready to produce their vaccines and end the pandemic.”,https://www.politifact.com/factchecks/2021/feb/09/facebook-posts/can-pfizer-and-moderna-end-pandemic-sharing-their-/,barely-true,"February 3, 2021",coronavirus
2037,"“New evidence ties COVID-19 creation to research funded by Fauci""",https://www.politifact.com/factchecks/2021/feb/08/worldnetdaily/no-dr-anthony-fauci-did-not-fund-research-tied-cov/,false,"February 1, 2021",coronavirus
2038,“Now (Biden) is saying that people who came here illegally can jump ahead of other Americans who have been waiting to get the vaccine.”,https://www.politifact.com/factchecks/2021/feb/08/steve-scalise/scalises-claim-unauthorized-immigrants-are-getting/,barely-true,"February 2, 2021",coronavirus
2039,“Doctor proves masks don’t work” by vaping through them.,https://www.politifact.com/factchecks/2021/feb/08/facebook-posts/no-vaping-demo-doesnt-prove-masks-dont-work-agains/,false,"December 31, 2020",coronavirus
2040,"""BUSTED: CDC Inflated COVID Numbers, Accused of Violating Federal Law""",https://www.politifact.com/factchecks/2021/feb/05/blog-posting/no-cdc-isnt-inflating-coronavirus-statistics/,false,"February 1, 2021",coronavirus
2041,Says North Carolina bill to require in-person learning is “stripping out some of the health protocols that are in place.”,https://www.politifact.com/factchecks/2021/feb/05/roy-cooper/cooper-exaggerates-immediate-effect-school-reopeni/,half-true,"February 2, 2021",coronavirus
2042,Seniors around the world who died from COVID vaccine are being improperly listed as “natural causes.”,https://www.politifact.com/factchecks/2021/feb/05/facebook-posts/no-evidence-covid-19-vaccinations-caused-deaths-se/,false,"February 2, 2021",coronavirus
2043,"States are seeing increases in revenue, with an average decline of just 0.12% compared with 2019. Over half of states report positive growth, including California, New York, and Illinois.",https://www.politifact.com/factchecks/2021/feb/05/rick-scott/sen-rick-scott-misrepresents-covid-19s-toll-state-/,barely-true,"February 1, 2021",coronavirus
2044,"“A Miracle! Only 23 Americans Tested Positive for Flu Last Week Compared to 14,657 Cases Reported Last Year at Same Time.”",https://www.politifact.com/factchecks/2021/feb/05/facebook-posts/experts-credit-covid-response-sharp-decline-flu/,half-true,"January 31, 2021",coronavirus
2045,"""The (Erie Co., N.Y.) health commissioner makes more than the governor, the vice president of the United States, and has a salary that is comparable to Dr. Anthony Fauci.”",https://www.politifact.com/factchecks/2021/feb/05/stefan-mychajliw/erie-countys-health-commissioner-paid-roughly-same/,mostly-true,"January 29, 2021",coronavirus
2046,Gov. Tony Evers “has the authority and revenue necessary” to upgrade the Wisconsin unemployment system without the Legislature.,https://www.politifact.com/factchecks/2021/feb/03/jim-steineke/no-evers-cannot-unilaterally-ok-new-unemployment-s/,barely-true,"January 17, 2021",coronavirus
2047,"""A lot of these migrants that are coming, we have no way to screen their backgrounds for either health or for security.""",https://www.politifact.com/factchecks/2021/feb/03/tom-cotton/tom-cotton-wrong-theres-no-way-screen-immigrants/,false,"February 1, 2021",coronavirus
2048,“The Biden administration lost 20 million COVID vaccines.”,https://www.politifact.com/factchecks/2021/feb/01/ryan-fournier/biden-administration-didnt-lose-20-million-covid-1/,false,"January 31, 2021",coronavirus
2049,“WHO now saying you do not need to wear a mask.”,https://www.politifact.com/factchecks/2021/feb/01/blog-posting/who-did-not-say-you-dont-need-wear-mask/,false,"January 25, 2021",coronavirus
2050,Masks have negative impacts on 68% of children.,https://www.politifact.com/factchecks/2021/jan/29/instagram-posts/no-masks-dont-have-negative-effects-68-children/,false,"January 26, 2021",coronavirus
2051,Assembly Republicans “have come to the table” and were part of “give and take” compromise on a coronavirus bill.,https://www.politifact.com/factchecks/2021/jan/27/jim-steineke/steinekes-actions-words-dont-match-covid-19-bill/,false,"January 26, 2021",coronavirus
2052,"Says Joe Biden “has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.”",https://www.politifact.com/factchecks/2021/jan/27/marco-rubio/how-joe-bidens-first-executive-orders-compare-past/,true,"January 22, 2021",coronavirus
2053,"""The process to distribute the vaccine, particularly outside of nursing homes and hospitals out into the community as a whole, did not really exist when we came into the White House.""",https://www.politifact.com/factchecks/2021/jan/27/ron-klain/trump-vaccine-plan-left-logistics-states-it-did-ex/,barely-true,"January 24, 2021",coronavirus
2054,Says the number of spoiled coronavirus vaccines in North Carolina is “very small ... in the tens.”,https://www.politifact.com/factchecks/2021/jan/27/mandy-cohen/nc-health-officials-clarify-number-spoiled-covid-1/,half-true,"January 21, 2021",coronavirus
2055,"“We have scientific data, from all different levels, but particularly from the high school sports levels, from numerous different states that shows that it is safe to play what New York is considering high-risk sports.”",https://www.politifact.com/factchecks/2021/jan/26/colin-schmitt/sweeping-claim-about-safety-youth-sports-lacks-evi/,barely-true,"January 14, 2021",coronavirus
2056,"In Michigan, “we were able to really flatten” the racial disparity in COVID-19’s impact “and make significant progress.”",https://www.politifact.com/factchecks/2021/jan/22/garlin-gilchrist/why-are-racial-disparities-michigans-covid-19-case/,mostly-true,"January 17, 2021",coronavirus
2057,“There will be several thousand dollars in payments going to families with six-figure incomes who’ve had no income interruption whatsoever.”,https://www.politifact.com/factchecks/2021/jan/21/pat-toomey/fact-checking-pat-toomeys-claim-families-six-figur/,true,"January 19, 2021",coronavirus
2058,Virginia ranks “in the bottom third of states” in administering the COVID-19 vaccine.,https://www.politifact.com/factchecks/2021/jan/20/kirk-cox/virginia-among-slowest-states-vaccine-rollout-cox-/,true,"January 13, 2021",coronavirus
2059,“Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he’s ‘satisfied.’”,https://www.politifact.com/factchecks/2021/jan/20/rebecca-kleefisch/yes-wisconsin-vaccine-rollout-among-worst-midwest/,mostly-true,"January 14, 2021",coronavirus
2060,"The COVID-19 vaccine is dangerous because 23 people died in Norway ""within hours” of receiving it.",https://www.politifact.com/factchecks/2021/jan/19/facebook-posts/norway-deaths-after-covid-19-shot-were-among-very-/,barely-true,"January 17, 2021",coronavirus
2061,Says that “the way to reach ‘herd immunity’ is for >70% of the population to get vaccinated.”,https://www.politifact.com/factchecks/2021/jan/15/jon-rosenthal/examining-how-science-determines-covid-19s-herd-im/,mostly-true,"January 5, 2021",coronavirus
2062,“Coronavirus vaccinations seem to be causing 50 times the adverse events of flu vaccinations after just the first of two shots.”,https://www.politifact.com/factchecks/2021/jan/15/facebook-posts/claim-comparing-adverse-events-covid-19-flu-vaccin/,barely-true,"January 6, 2021",coronavirus
2063,Says Rep. Pramila Jayapal was not wearing a mask in Congress during the U.S. Capitol mob.,https://www.politifact.com/factchecks/2021/jan/14/facebook-posts/image-pramila-jayapal-without-mask-out-context/,barely-true,"January 12, 2021",coronavirus
2064,"Says COVID-19 vaccines have “experimental technology never before used on humans” and that some “contain nanochips which can electronically track recipients.""",https://www.politifact.com/factchecks/2021/jan/04/viral-image/covid-19-vaccines-dont-use-experimental-technology/,false,"December 29, 2020",coronavirus
2065,"A registered nurse in Nashville, Tenn., developed Bell’s Palsy after receiving the COVID-19 vaccine.",https://www.politifact.com/factchecks/2020/dec/30/youtube-videos/nashville-nurse-did-not-develop-bells-palsy-after-/,false,"December 26, 2020",coronavirus
2066,"“In my state, as in many other states, we have governors who are closing down businesses again.”",https://www.politifact.com/factchecks/2020/dec/30/pat-toomey/fact-checking-sen-pat-toomeys-comment-pa-gov-tom-w/,true,"December 27, 2020",coronavirus
2067,"North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""",https://www.politifact.com/factchecks/2020/dec/30/north-carolina-republican-party/nc-gop-wrong-about-roy-cooper-staying-mansion/,pants-fire,"December 27, 2020",coronavirus
2068,Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,https://www.politifact.com/factchecks/2020/dec/29/facebook-posts/cornell-virologist-did-not-say-covid-19-was-hoax/,pants-fire,"December 28, 2020",coronavirus
2069,Says a recent study found no asymptomatic or presymptomatic spread of COVID.,https://www.politifact.com/factchecks/2020/dec/28/facebook-posts/no-recent-study-didnt-find-no-asymptomatic-spread-/,barely-true,"December 27, 2020",coronavirus
2070,Says “Dr. Fauci lied about masks in March.”,https://www.politifact.com/factchecks/2020/dec/28/marco-rubio/marco-rubio-says-anthony-fauci-lied-about-masks-fa/,false,"December 27, 2020",coronavirus
2071,"Says COVID-19 relief bill “provides more funding to foreign governments and to American arts centers, than to the American people.”",https://www.politifact.com/factchecks/2020/dec/22/facebook-posts/facebook-posts-wrongly-say-covid-19-bill-includes-/,barely-true,"December 21, 2020",coronavirus
2072,"“CDC COVID-19 survival rates” are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",https://www.politifact.com/factchecks/2020/dec/22/tweets/viral-tweet-cites-made-cdc-covid-19-survival-rates/,false,"December 16, 2020",coronavirus
2073,Says that the oil and gas industry comprises 35% of the Texas economy.,https://www.politifact.com/factchecks/2020/dec/22/christi-craddick/examining-texas-oil-and-gas-industry-amid-pandemic/,mostly-true,"December 12, 2020",coronavirus
2074,“Nurse passes out on live TV after taking vaccine.”,https://www.politifact.com/factchecks/2020/dec/21/facebook-posts/anti-vaccine-video-fainting-nurse-lacks-context/,barely-true,"December 18, 2020",coronavirus
2075,“This is a phony pandemic.”,https://www.politifact.com/factchecks/2020/dec/21/bob-good/contrary-global-experts-bob-good-says-pandemic-pho/,pants-fire,"December 12, 2020",coronavirus
2076,"""New data shows in-person learning isn't driving spikes in cases.""",https://www.politifact.com/factchecks/2020/dec/18/mike-gallagher/data-shows-person-learning-safer-expected-not-driv/,true,"December 7, 2020",coronavirus
2077,Says the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,https://www.politifact.com/factchecks/2020/dec/18/facebook-posts/no-new-coronavirus-vaccines-are-not-more-dangerous/,pants-fire,"December 15, 2020",coronavirus
2078,“21% of people are having serious adverse events from (the Moderna) vaccine.”,https://www.politifact.com/factchecks/2020/dec/18/blog-posting/video-shared-facebook-inflates-risk-moderna-vaccin/,false,"December 6, 2020",coronavirus
2079,"Says that guidance urging vaccinated people to avoid travel and continue wearing masks is ""profoundly anti-science.""",https://www.politifact.com/factchecks/2020/dec/18/ted-cruz/mask-guidance-vaccinated-people-based-science/,pants-fire,"December 15, 2020",coronavirus
2080,“This whole COVID thing? It’s a SIMULATION.”,https://www.politifact.com/factchecks/2020/dec/17/facebook-posts/no-covid-19-not-simulation/,pants-fire,"December 11, 2020",coronavirus
2081,“One of the first nurses to receive the vaccine in AL is now dead.”,https://www.politifact.com/factchecks/2020/dec/17/facebook-posts/alabama-nurse-did-not-die-after-taking-coronavirus/,false,"December 15, 2020",coronavirus
2082,An Austrian politician “exposed the defectiveness of the government’s Covid-19 tests by demonstrating how even a glass of Coca Cola will test positive for Covid-19.”,https://www.politifact.com/factchecks/2020/dec/17/instagram-posts/austrian-politician-goofed-testing-coca-cola-sampl/,false,"December 15, 2020",coronavirus
2083,"The American Medical Association rescinded a previous statement and now says ""hydroxychloroquine is okay"" for COVID-19.",https://www.politifact.com/factchecks/2020/dec/16/rush-limbaugh/no-american-medical-association-didnt-rescind-stat/,false,"December 15, 2020",coronavirus
2084,An optional microchip for COVID-19 vaccines “would give officials information on who has and has not been vaccinated” and “tracks the location of the patient.”,https://www.politifact.com/factchecks/2020/dec/15/facebook-posts/no-chip-covid-19-vaccine-syringes-would-not-be-inj/,false,"December 9, 2020",coronavirus
2085,“Pope Francis says covid vaccine will now be required to enter heaven.”,https://www.politifact.com/factchecks/2020/dec/15/facebook-posts/facebook-posts-share-satire-about-pope-francis-cov/,pants-fire,"December 9, 2020",coronavirus
2086,The CDC delivers groceries and cleaning products “twice while you’re in quarantine.”,https://www.politifact.com/factchecks/2020/dec/14/instagram-posts/no-cdc-isnt-delivering-groceries-and-cleaning-prod/,false,"December 4, 2020",coronavirus
2087,"Says Jon Ossoff ""wants total, blanket amnesty and he wants a total lockdown.""",https://www.politifact.com/factchecks/2020/dec/14/david-perdue/jon-ossoff-isnt-total-amnesty-backs-lockdown-only-/,barely-true,"December 7, 2020",coronavirus
2088,The COVID-19 pandemic has caused four of the eight “deadliest days in American history.”,https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/chart-showing-deadliest-days-american-history-cont/,half-true,"December 7, 2020",coronavirus
2089,“FDA announces 2 deaths of Pfizer vaccine trial participants from ‘serious adverse events.’”,https://www.politifact.com/factchecks/2020/dec/11/blog-posting/two-vaccine-trial-participants-died-fda-didnt-conn/,barely-true,"December 8, 2020",coronavirus
